"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 20:54:33 GMT 2021","Mon Aug 16 20:54:33 GMT 2021","104","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:55:30 GMT 2021","Mon Aug 16 20:55:30 GMT 2021","276","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:55:33 GMT 2021","Mon Aug 16 20:55:33 GMT 2021","108","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:55:47 GMT 2021","Mon Aug 16 20:55:49 GMT 2021","1597","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_write_list_into_text_file[chrome]",""
"passed","Mon Aug 16 20:53:47 GMT 2021","Mon Aug 16 20:53:47 GMT 2021","159","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_check_signup_form[chrome]",""
"passed","Mon Aug 16 20:55:33 GMT 2021","Mon Aug 16 20:55:36 GMT 2021","3263","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:54:13 GMT 2021","Mon Aug 16 20:54:15 GMT 2021","1508","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:53:49 GMT 2021","Mon Aug 16 20:53:52 GMT 2021","2670","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_sign_in_new_user[chrome]",""
"passed","Mon Aug 16 20:54:26 GMT 2021","Mon Aug 16 20:54:30 GMT 2021","3653","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_write_new_article[chrome]",""
"passed","Mon Aug 16 20:54:16 GMT 2021","Mon Aug 16 20:54:21 GMT 2021","4359","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_logout_exist_user[chrome]",""
"passed","Mon Aug 16 20:54:15 GMT 2021","Mon Aug 16 20:54:15 GMT 2021","109","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:55:22 GMT 2021","Mon Aug 16 20:55:27 GMT 2021","4192","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_delete_an_existing_article[chrome]",""
"passed","Mon Aug 16 20:55:49 GMT 2021","Mon Aug 16 20:55:49 GMT 2021","221","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:53:55 GMT 2021","Mon Aug 16 20:53:56 GMT 2021","188","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_check_signup_form[chrome]",""
"passed","Mon Aug 16 20:54:22 GMT 2021","Mon Aug 16 20:54:24 GMT 2021","1487","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:53:54 GMT 2021","Mon Aug 16 20:53:55 GMT 2021","1723","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:54:10 GMT 2021","Mon Aug 16 20:54:12 GMT 2021","1550","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_login_not_exist_user[chrome]",""
"passed","Mon Aug 16 20:54:01 GMT 2021","Mon Aug 16 20:54:01 GMT 2021","125","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_navigate_home[chrome]",""
"passed","Mon Aug 16 20:53:52 GMT 2021","Mon Aug 16 20:53:52 GMT 2021","242","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_logout_successful[chrome]",""
"passed","Mon Aug 16 20:55:44 GMT 2021","Mon Aug 16 20:55:44 GMT 2021","153","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:54:35 GMT 2021","Mon Aug 16 20:54:44 GMT 2021","9286","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_navigate_to_user_page[chrome]",""
"passed","Mon Aug 16 20:53:58 GMT 2021","Mon Aug 16 20:54:00 GMT 2021","1446","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_username[chrome]",""
"passed","Mon Aug 16 20:53:56 GMT 2021","Mon Aug 16 20:53:57 GMT 2021","1460","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_email[chrome]",""
"passed","Mon Aug 16 20:55:41 GMT 2021","Mon Aug 16 20:55:41 GMT 2021","228","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage_is_displayed[chrome]",""
"broken","Mon Aug 16 20:55:03 GMT 2021","Mon Aug 16 20:55:03 GMT 2021","41","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_check_edited_article[chrome]",""
"passed","Mon Aug 16 20:54:21 GMT 2021","Mon Aug 16 20:54:21 GMT 2021","225","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:55:54 GMT 2021","Mon Aug 16 20:55:54 GMT 2021","153","test_src.Tests.test09_cookie_check","test_TC11","TestCookie","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:54:24 GMT 2021","Mon Aug 16 20:54:25 GMT 2021","1271","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:55:06 GMT 2021","Mon Aug 16 20:55:10 GMT 2021","3277","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:54:07 GMT 2021","Mon Aug 16 20:54:07 GMT 2021","242","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:54:05 GMT 2021","Mon Aug 16 20:54:06 GMT 2021","1278","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:55:06 GMT 2021","Mon Aug 16 20:55:06 GMT 2021","109","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:54:30 GMT 2021","Mon Aug 16 20:54:30 GMT 2021","233","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_check_new_article[chrome]",""
"passed","Mon Aug 16 20:54:10 GMT 2021","Mon Aug 16 20:54:10 GMT 2021","108","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:55:31 GMT 2021","Mon Aug 16 20:55:33 GMT 2021","1537","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:54:25 GMT 2021","Mon Aug 16 20:54:26 GMT 2021","1138","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_navigate_to_new_article[chrome]",""
"passed","Mon Aug 16 20:55:50 GMT 2021","Mon Aug 16 20:55:54 GMT 2021","4696","test_src.Tests.test09_cookie_check","test_TC11","TestCookie","","","test_homepage_cookie[chrome]",""
"passed","Mon Aug 16 20:54:03 GMT 2021","Mon Aug 16 20:54:05 GMT 2021","1552","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:55:42 GMT 2021","Mon Aug 16 20:55:44 GMT 2021","1536","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:54:30 GMT 2021","Mon Aug 16 20:54:30 GMT 2021","218","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:54:05 GMT 2021","Mon Aug 16 20:54:05 GMT 2021","112","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 20:54:32 GMT 2021","Mon Aug 16 20:54:33 GMT 2021","1508","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:55:44 GMT 2021","Mon Aug 16 20:55:47 GMT 2021","3282","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:55:10 GMT 2021","Mon Aug 16 20:55:22 GMT 2021","12611","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_count_posts_before_delete_post[chrome]",""
"passed","Mon Aug 16 20:54:01 GMT 2021","Mon Aug 16 20:54:02 GMT 2021","236","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:54:15 GMT 2021","Mon Aug 16 20:54:16 GMT 2021","1262","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:54:09 GMT 2021","Mon Aug 16 20:54:10 GMT 2021","1559","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:55:03 GMT 2021","Mon Aug 16 20:55:03 GMT 2021","170","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:54:44 GMT 2021","Mon Aug 16 20:54:48 GMT 2021","4214","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_open_to_edit_an_existing_article[chrome]",""
"passed","Mon Aug 16 20:54:00 GMT 2021","Mon Aug 16 20:54:01 GMT 2021","1446","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_existing_email[chrome]",""
"passed","Mon Aug 16 20:55:05 GMT 2021","Mon Aug 16 20:55:06 GMT 2021","1521","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_homepage[chrome]",""
"broken","Mon Aug 16 20:55:27 GMT 2021","Mon Aug 16 20:55:30 GMT 2021","3357","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_count_posts_after_delete_post[chrome]",""
"passed","Mon Aug 16 20:54:12 GMT 2021","Mon Aug 16 20:54:12 GMT 2021","214","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 20:53:47 GMT 2021","Mon Aug 16 20:53:49 GMT 2021","2417","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_fill_signup_form_valid[chrome]",""
"passed","Mon Aug 16 20:54:33 GMT 2021","Mon Aug 16 20:54:35 GMT 2021","1261","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 20:53:57 GMT 2021","Mon Aug 16 20:53:58 GMT 2021","1421","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_password[chrome]",""
"passed","Mon Aug 16 20:54:06 GMT 2021","Mon Aug 16 20:54:07 GMT 2021","1148","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_logout_exist_user[chrome]",""
"passed","Mon Aug 16 20:55:36 GMT 2021","Mon Aug 16 20:55:41 GMT 2021","4522","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_check_scroll_in_the_list[chrome]",""
"passed","Mon Aug 16 20:53:45 GMT 2021","Mon Aug 16 20:53:47 GMT 2021","2294","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_homepage[chrome]",""
"passed","Mon Aug 16 20:54:48 GMT 2021","Mon Aug 16 20:55:03 GMT 2021","15095","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_edit_an_existing_article[chrome]",""
"passed","Mon Aug 16 20:54:24 GMT 2021","Mon Aug 16 20:54:24 GMT 2021","104","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_check_login_form[chrome]",""
